-1.44,6.7525,-16.7161
-0.62,6.3992,-52.6957
-0.05,-9.7390,19.1824
-0.01,-9.3399,-60.8340
0.03,-5.3844,38.7837
0.08,5.2782,45.9980
0.18,5.2423,-8.2016
0.40,7.6550,5.2250
0.45,1.6286,-57.2368
0.45,5.9195,7.4071
0.61,-9.9363,-60.3730
0.76,-4.1536,8.8683
0.77,-11.5567,-63.0991
0.87,4.5987,16.5093
0.98,-10.5801,-11.1613
1.06,-7.5099,-26.4320
1.16,7.7553,28.0262
1.17,-1.0392,-29.6222
1.25,-3.3095,45.2803
1.25,-11.2046,-59.6888
1.35,-9.3403,-60.8372
1.36,10.1395,11.9672
1.50,6.9771,-28.9721
1.58,7.5766,31.8883
1.59,-11.4806,-57.1132
1.62,-6.4399,-37.1038
1.64,5.4189,6.3497
1.65,5.4382,28.6075
1.67,9.2200,-69.7172
1.69,5.6036,-1.2019
1.73,-1.8628,-46.9610
1.74,5.6793,-1.9426
1.75,8.1589,-47.3366
1.76,-11.0995,55.9598
1.79,-5.5971,-34.3846
1.79,3.4054,49.8612
1.81,11.0621,61.7510
1.83,7.1399,-26.3932
1.85,-10.2077,49.3133
1.86,8.3752,-59.5095
1.86,-6.3780,-42.9978
1.90,5.9921,44.9474
1.91,-7.1889,-69.0277
1.93,6.6285,16.3993
1.93,8.7451,-54.7088
1.94,-3.5725,-56.7351
1.97,2.5303,89.2641
1.98,6.3783,-17.9559
1.99,9.4598,-8.6586
2.01,10.3329,19.8415
2.01,2.1196,23.4624
2.04,0.7265,-17.9866
2.05,-5.0789,-26.2967
2.06,-9.8886,-36.3700
2.07,0.1398,29.0904
2.07,-9.1549,74.1555
2.07,1.1622,35.6206
2.07,5.7959,-9.6696
2.07,-1.2889,-46.8846
2.08,-6.4178,12.5600
2.09,3.1361,40.9556
2.10,2.0650,42.3297
2.14,11.8177,14.5721
2.15,0.9451,60.7167
2.20,-11.3080,-48.9599
2.21,9.2848,-59.2752
2.21,8.0597,-40.0031
2.22,-8.4219,26.7147
2.23,-10.6012,54.9254
2.23,-3.6295,40.2567
2.23,9.1333,-43.4326
2.24,-6.0566,51.4889
2.24,0.6751,56.5373
2.25,5.5334,-0.2991
2.28,0.1530,59.1498
2.29,-10.3352,-53.4664
2.29,-7.9944,-22.6217
2.29,-7.1639,-34.2932
2.30,-9.3012,-47.3882
2.33,-9.4082,-42.1578
2.34,11.0307,56.3824
2.35,-9.2502,27.0742
2.38,-2.2636,9.8750
2.39,-6.2919,-39.0300
2.40,0.4381,-42.3060
2.41,11.8972,53.6948
2.43,-6.8270,-15.7249
2.44,-0.9371,28.0828
2.45,-2.6903,62.5856
2.45,7.4016,-29.3031
2.47,9.3686,-55.0107
2.48,-3.2298,33.9703
2.49,-0.9207,15.2053
2.54,3.0380,4.0897
2.54,-7.3807,-10.5671
2.55,-10.0743,-47.2884
2.56,-7.9094,-19.8055
2.56,11.2351,20.5237
2.58,-11.8607,-50.7224
2.58,5.5455,-17.8223
2.58,-11.7366,-17.5419
2.60,-4.9565,-29.8801
2.61,-8.7166,-9.3829
2.63,-8.2622,6.4256
2.64,1.9107,20.8080
2.65,-11.4269,-23.3968
2.65,5.9954,37.2126
2.65,5.6608,-34.0741
2.66,1.4303,60.2353
2.68,-9.0245,-43.1340
2.68,-10.0886,18.3977
2.69,-11.3803,-69.1356
2.69,10.7795,-49.4203
2.69,4.9499,33.1661
2.70,-6.4873,-37.2958
2.71,7.2857,-37.0975
2.72,-5.6501,-29.8281
2.72,-4.2290,10.6133
2.73,-7.6001,61.5142
2.73,-7.7609,-3.6943
2.74,10.7159,-64.3945
2.74,-11.3057,-1.4494
2.75,-10.6567,-36.7123
2.75,5.5906,-5.9099
2.75,-9.1520,-16.0418
2.76,-6.2755,4.5673
2.78,5.1308,-5.0864
2.78,-7.4963,21.4896
2.78,-6.7559,14.3903
2.79,-11.7476,-58.7489
2.79,-6.4928,52.3014
2.80,-8.4143,-41.1668
2.81,5.4708,-20.7594
2.81,-7.3119,31.6027
2.82,0.4292,-77.2542
2.82,-5.5338,-25.4217
2.82,-7.4020,-28.2160
2.83,-8.0810,-63.4307
2.83,0.2206,15.1836
2.83,8.1257,-24.3043
2.84,-6.5783,-55.5299
2.84,3.9022,31.8836
2.84,-6.4693,-49.8761
2.85,3.7914,24.1051
2.85,-2.2160,-16.1273
2.85,-10.9637,10.9592
2.86,1.9795,-61.5699
2.86,-4.2504,45.1308
2.87,-1.6916,-60.2596
2.87,-8.6848,-68.6795
2.87,6.3827,22.5136
2.88,2.9710,-40.3047
2.88,-4.8373,-21.0236
2.89,-11.0662,38.3184
2.89,-8.0191,-26.1141
2.89,7.4525,8.2893
2.90,3.9642,40.0102
2.90,-7.6469,-25.5928
2.90,-2.4740,-5.5712
2.91,3.0799,53.5064
2.92,9.7850,-65.0720
2.93,-1.2833,30.2212
2.94,6.8323,-50.6146
2.94,-11.5023,-16.5154
2.95,-1.9036,-0.3199
2.97,9.7642,23.7743
2.97,5.6274,21.1425
2.97,3.9672,-13.5085
2.98,-5.9032,-30.4241
2.99,-10.6846,-23.1715
2.99,-6.2069,-40.1270
2.99,-4.9098,13.8635
3.00,11.1611,44.4985
3.00,-2.1012,-37.3649
3.00,2.1591,34.9873
3.00,-8.6545,71.8340
3.00,-7.1355,-38.0474
3.01,3.7154,47.7876
3.02,7.0504,-23.8333
3.02,6.3386,-30.0634
3.02,-11.8313,-22.6198
3.03,5.0328,43.8233
3.04,-11.2287,-68.1081
3.04,-9.4654,38.3083
3.05,-4.4880,27.9597
3.05,-3.6498,-14.7814
3.06,6.7322,25.1311
3.06,10.3722,41.4995
3.07,-4.7907,67.6615
3.10,-5.7062,-36.7617
3.11,10.8271,-16.1936
3.11,11.5964,-63.0198
3.11,8.9232,5.9456
